Rk No,Daśati/Sukta,Ārcika,Adhyāya,Khaṇḍa,Prapāṭhaka,Ardha,S No,R̥k Text,R̥ṣi,Chandas,Dēvata,Padapāṭha
248,6,Pūrvārcika-Ain,3,2,3,2,,,,,,
249,6,Pūrvārcika-Ain,3,2,3,2,,,,,,
250,6,Pūrvārcika-Ain,3,2,3,2,,,,,,
251,6,Pūrvārcika-Ain,3,2,3,2,,,,,,
252,6,Pūrvārcika-Ain,3,2,3,2,,,,,,
253,7,Pūrvārcika-Ain,3,3,3,2,,,,,,
254,7,Pūrvārcika-Ain,3,3,3,2,,,,,,
255,7,Pūrvārcika-Ain,3,3,3,2,,,,,,
256,7,Pūrvārcika-Ain,3,3,3,2,,,,,,
257,7,Pūrvārcika-Ain,3,3,3,2,,,,,,
258,7,Pūrvārcika-Ain,3,3,3,2,,,,,,
259,7,Pūrvārcika-Ain,3,3,3,2,,,,,,
260,7,Pūrvārcika-Ain,3,3,3,2,,,,,,
261,7,Pūrvārcika-Ain,3,3,3,2,,,,,,
262,7,Pūrvārcika-Ain,3,3,3,2,,,,,,
263,8,Pūrvārcika-Ain,3,4,3,2,,,,,,
264,8,Pūrvārcika-Ain,3,4,3,2,,,,,,
265,8,Pūrvārcika-Ain,3,4,3,2,,,,,,
266,8,Pūrvārcika-Ain,3,4,3,2,,,,,,
267,8,Pūrvārcika-Ain,3,4,3,2,,,,,,
268,8,Pūrvārcika-Ain,3,4,3,2,,,,,,
269,8,Pūrvārcika-Ain,3,4,3,2,,,,,,
270,8,Pūrvārcika-Ain,3,4,3,2,,,,,,
271,8,Pūrvārcika-Ain,3,4,3,2,,,,,,
272,8,Pūrvārcika-Ain,3,4,3,2,,,,,,
273,9,Pūrvārcika-Ain,3,4,3,2,,,,,,
274,9,Pūrvārcika-Ain,3,4,3,2,,,,,,
275,9,Pūrvārcika-Ain,3,4,3,2,,,,,,
276,9,Pūrvārcika-Ain,3,5,3,2,,,,,,
277,9,Pūrvārcika-Ain,3,5,3,2,,,,,,
278,9,Pūrvārcika-Ain,3,5,3,2,,,,,,
279,9,Pūrvārcika-Ain,3,5,3,2,,,,,,
280,9,Pūrvārcika-Ain,3,5,3,2,,,,,,
281,9,Pūrvārcika-Ain,3,5,3,2,,,,,,
282,9,Pūrvārcika-Ain,3,5,3,2,,,,,,
283,10,Pūrvārcika-Ain,3,6,3,2,,,,,,
284,10,Pūrvārcika-Ain,3,6,3,2,,,,,,
285,10,Pūrvārcika-Ain,3,6,3,2,,,,,,
286,10,Pūrvārcika-Ain,3,6,3,2,,,,,,
287,10,Pūrvārcika-Ain,3,6,3,2,,,,,,
288,10,Pūrvārcika-Ain,3,6,3,2,,,,,,
289,10,Pūrvārcika-Ain,3,6,3,2,,,,,,
290,10,Pūrvārcika-Ain,3,6,3,2,,,,,,
291,10,Pūrvārcika-Ain,3,6,3,2,,,,,,
292,10,Pūrvārcika-Ain,3,6,3,2,,,,,,
293,1,Pūrvārcika-Ain,3,7,4,1,,,,,,
294,1,Pūrvārcika-Ain,3,7,4,1,,,,,,
295,1,Pūrvārcika-Ain,3,7,4,1,,,,,,
296,1,Pūrvārcika-Ain,3,7,4,1,,,,,,
297,1,Pūrvārcika-Ain,3,7,4,1,,,,,,
298,1,Pūrvārcika-Ain,3,7,4,1,,,,,,
299,1,Pūrvārcika-Ain,3,7,4,1,,,,,,
300,1,Pūrvārcika-Ain,3,7,4,1,,,,,,
301,1,Pūrvārcika-Ain,3,7,4,1,,,,,,
302,1,Pūrvārcika-Ain,3,7,4,1,,,,,,
303,2,Pūrvārcika-Ain,3,8,4,1,,,,,,
304,2,Pūrvārcika-Ain,3,8,4,1,,,,,,
305,2,Pūrvārcika-Ain,3,8,4,1,,,,,,
306,2,Pūrvārcika-Ain,3,8,4,1,,,,,,
307,2,Pūrvārcika-Ain,3,8,4,1,,,,,,
308,2,Pūrvārcika-Ain,3,8,4,1,,,,,,
309,2,Pūrvārcika-Ain,3,8,4,1,,,,,,
310,2,Pūrvārcika-Ain,3,8,4,1,,,,,,
311,2,Pūrvārcika-Ain,3,8,4,1,,,,,,
312,2,Pūrvārcika-Ain,3,8,4,1,,,,,,
313,3,Pūrvārcika-Ain,3,9,4,1,,,,,,
314,3,Pūrvārcika-Ain,3,9,4,1,,,,,,
315,3,Pūrvārcika-Ain,3,9,4,1,,,,,,
316,3,Pūrvārcika-Ain,3,9,4,1,,,,,,
317,3,Pūrvārcika-Ain,3,9,4,1,,,,,,
318,3,Pūrvārcika-Ain,3,9,4,1,,,,,,
319,3,Pūrvārcika-Ain,3,9,4,1,,,,,,
320,3,Pūrvārcika-Ain,3,9,4,1,,,,,,
321,3,Pūrvārcika-Ain,3,9,4,1,,,,,,
322,3,Pūrvārcika-Ain,3,9,4,1,,,,,,
323,4,Pūrvārcika-Ain,3,10,4,1,,,,,,
324,4,Pūrvārcika-Ain,3,10,4,1,,,,,,
325,4,Pūrvārcika-Ain,3,10,4,1,,,,,,
326,4,Pūrvārcika-Ain,3,10,4,1,,,,,,
327,4,Pūrvārcika-Ain,3,10,4,1,,,,,,
328,4,Pūrvārcika-Ain,3,10,4,1,,,,,,
329,4,Pūrvārcika-Ain,3,10,4,1,,,,,,
330,4,Pūrvārcika-Ain,3,10,4,1,,,,,,
331,4,Pūrvārcika-Ain,3,10,4,1,,,,,,
332,5,Pūrvārcika-Ain,3,11,4,1,,,,,,
333,5,Pūrvārcika-Ain,3,11,4,1,,,,,,
334,5,Pūrvārcika-Ain,3,11,4,1,,,,,,
335,5,Pūrvārcika-Ain,3,11,4,1,,,,,,
336,5,Pūrvārcika-Ain,3,11,4,1,,,,,,
337,5,Pūrvārcika-Ain,3,11,4,1,,,,,,
338,5,Pūrvārcika-Ain,3,11,4,1,,,,,,
339,5,Pūrvārcika-Ain,3,11,4,1,,,,,,
340,5,Pūrvārcika-Ain,3,11,4,1,,,,,,
341,5,Pūrvārcika-Ain,3,11,4,1,,,,,,
342,6,Pūrvārcika-Ain,3,12,4,2,,,,,,
343,6,Pūrvārcika-Ain,3,12,4,2,,,,,,
344,6,Pūrvārcika-Ain,3,12,4,2,,,,,,
345,6,Pūrvārcika-Ain,3,12,4,2,,,,,,
346,6,Pūrvārcika-Ain,3,12,4,2,,,,,,
347,6,Pūrvārcika-Ain,3,12,4,2,,,,,,
348,6,Pūrvārcika-Ain,3,12,4,2,,,,,,
349,6,Pūrvārcika-Ain,3,12,4,2,,,,,,
350,6,Pūrvārcika-Ain,3,12,4,2,,,,,,
351,6,Pūrvārcika-Ain,3,12,4,2,,,,,,
352,7,Pūrvārcika-Ain,4,1,4,2,,,,,,
353,7,Pūrvārcika-Ain,4,1,4,2,,,,,,
354,7,Pūrvārcika-Ain,4,1,4,2,,,,,,
355,7,Pūrvārcika-Ain,4,1,4,2,,,,,,
356,7,Pūrvārcika-Ain,4,1,4,2,,,,,,
357,7,Pūrvārcika-Ain,4,1,4,2,,,,,,
358,7,Pūrvārcika-Ain,4,1,4,2,,,,,,
359,7,Pūrvārcika-Ain,4,1,4,2,,,,,,
360,8,Pūrvārcika-Ain,4,2,4,2,,,,,,
361,8,Pūrvārcika-Ain,4,2,4,2,,,,,,
362,8,Pūrvārcika-Ain,4,2,4,2,,,,,,
363,8,Pūrvārcika-Ain,4,2,4,2,,,,,,
364,8,Pūrvārcika-Ain,4,2,4,2,,,,,,
365,8,Pūrvārcika-Ain,4,2,4,2,,,,,,
366,8,Pūrvārcika-Ain,4,2,4,2,,,,,,
367,8,Pūrvārcika-Ain,4,2,4,2,,,,,,
368,8,Pūrvārcika-Ain,4,2,4,2,,,,,,
369,8,Pūrvārcika-Ain,4,2,4,2,,,,,,
370,9,Pūrvārcika-Ain,4,3,4,2,,,,,,
371,9,Pūrvārcika-Ain,4,3,4,2,,,,,,
372,9,Pūrvārcika-Ain,4,3,4,2,,,,,,
373,9,Pūrvārcika-Ain,4,3,4,2,,,,,,
374,9,Pūrvārcika-Ain,4,3,4,2,,,,,,
375,9,Pūrvārcika-Ain,4,3,4,2,,,,,,
376,9,Pūrvārcika-Ain,4,3,4,2,,,,,,
377,9,Pūrvārcika-Ain,4,3,4,2,,,,,,
378,9,Pūrvārcika-Ain,4,3,4,2,,,,,,
379,9,Pūrvārcika-Ain,4,3,4,2,,,,,,
380,9,Pūrvārcika-Ain,4,3,4,2,,,,,,
381,10,Pūrvārcika-Ain,4,4,4,2,,,,,,
382,10,Pūrvārcika-Ain,4,4,4,2,,,,,,
383,10,Pūrvārcika-Ain,4,4,4,2,,,,,,
384,10,Pūrvārcika-Ain,4,4,4,2,,,,,,
385,10,Pūrvārcika-Ain,4,4,4,2,,,,,,
386,10,Pūrvārcika-Ain,4,4,4,2,,,,,,
387,10,Pūrvārcika-Ain,4,4,4,2,,,,,,
388,10,Pūrvārcika-Ain,4,4,4,2,,,,,,
389,10,Pūrvārcika-Ain,4,4,4,2,,,,,,
390,10,Pūrvārcika-Ain,4,4,4,2,,,,,,
391,1,Pūrvārcika-Ain,4,5,5,1,,,,,,
392,1,Pūrvārcika-Ain,4,5,5,1,,,,,,
393,1,Pūrvārcika-Ain,4,5,5,1,,,,,,
394,1,Pūrvārcika-Ain,4,5,5,1,,,,,,
395,1,Pūrvārcika-Ain,4,5,5,1,,,,,,
396,1,Pūrvārcika-Ain,4,5,5,1,,,,,,
397,1,Pūrvārcika-Ain,4,5,5,1,,,,,,
398,1,Pūrvārcika-Ain,4,5,5,1,,,,,,
399,2,Pūrvārcika-Ain,4,6,5,1,,,,,,
400,2,Pūrvārcika-Ain,4,6,5,1,,,,,,
401,2,Pūrvārcika-Ain,4,6,5,1,,,,,,
402,2,Pūrvārcika-Ain,4,6,5,1,,,,,,
403,2,Pūrvārcika-Ain,4,6,5,1,,,,,,
404,2,Pūrvārcika-Ain,4,6,5,1,,,,,,
405,2,Pūrvārcika-Ain,4,6,5,1,,,,,,
406,2,Pūrvārcika-Ain,4,6,5,1,,,,,,
407,2,Pūrvārcika-Ain,4,6,5,1,,,,,,
408,2,Pūrvārcika-Ain,4,6,5,1,,,,,,
409,3,Pūrvārcika-Ain,4,7,5,1,,,,,,
410,3,Pūrvārcika-Ain,4,7,5,1,,,,,,
411,3,Pūrvārcika-Ain,4,7,5,1,,,,,,
412,3,Pūrvārcika-Ain,4,7,5,1,,,,,,
413,3,Pūrvārcika-Ain,4,7,5,1,,,,,,
414,3,Pūrvārcika-Ain,4,7,5,1,,,,,,
415,3,Pūrvārcika-Ain,4,7,5,1,,,,,,
416,3,Pūrvārcika-Ain,4,7,5,1,,,,,,
417,3,Pūrvārcika-Ain,4,7,5,1,,,,,,
418,3,Pūrvārcika-Ain,4,7,5,1,,,,,,
419,4,Pūrvārcika-Ain,4,8,5,1,,,,,,
420,4,Pūrvārcika-Ain,4,8,5,1,,,,,,
421,4,Pūrvārcika-Ain,4,8,5,1,,,,,,
422,4,Pūrvārcika-Ain,4,8,5,1,,,,,,
423,4,Pūrvārcika-Ain,4,8,5,1,,,,,,
424,4,Pūrvārcika-Ain,4,8,5,1,,,,,,
425,4,Pūrvārcika-Ain,4,8,5,1,,,,,,
426,4,Pūrvārcika-Ain,4,8,5,1,,,,,,
427,5,Pūrvārcika-Ain,4,9,5,1,,,,,,
428,5,Pūrvārcika-Ain,4,9,5,1,,,,,,
429,5,Pūrvārcika-Ain,4,9,5,1,,,,,,
430,5,Pūrvārcika-Ain,4,9,5,1,,,,,,
431,5,Pūrvārcika-Ain,4,9,5,1,,,,,,
432,5,Pūrvārcika-Ain,4,9,5,1,,,,,,
433,5,Pūrvārcika-Ain,4,9,5,1,,,,,,
434,5,Pūrvārcika-Ain,4,9,5,1,,,,,,
435,5,Pūrvārcika-Ain,4,9,5,1,,,,,,
436,5,Pūrvārcika-Ain,4,9,5,1,,,,,,
437,6,Pūrvārcika-Ain,4,10,5,2,,,,,,
438,6,Pūrvārcika-Ain,4,10,5,2,,,,,,
439,6,Pūrvārcika-Ain,4,10,5,2,,,,,,
440,6,Pūrvārcika-Ain,4,10,5,2,,,,,,
441,6,Pūrvārcika-Ain,4,10,5,2,,,,,,
442,6,Pūrvārcika-Ain,4,10,5,2,,,,,,
443,6,Pūrvārcika-Ain,4,10,5,2,,,,,,
444,6,Pūrvārcika-Ain,4,10,5,2,,,,,,
445,6,Pūrvārcika-Ain,4,10,5,2,,,,,,
446,6,Pūrvārcika-Ain,4,10,5,2,,,,,,
447,7,Pūrvārcika-Ain,4,11,5,2,,,,,,
448,7,Pūrvārcika-Ain,4,11,5,2,,,,,,
449,7,Pūrvārcika-Ain,4,11,5,2,,,,,,
450,7,Pūrvārcika-Ain,4,11,5,2,,,,,,
451,7,Pūrvārcika-Ain,4,11,5,2,,,,,,
452,7,Pūrvārcika-Ain,4,11,5,2,,,,,,
453,7,Pūrvārcika-Ain,4,11,5,2,,,,,,
454,7,Pūrvārcika-Ain,4,11,5,2,,,,,,
455,7,Pūrvārcika-Ain,4,11,5,2,,,,,,
456,7,Pūrvārcika-Ain,4,11,5,2,,,,,,
457,8,Pūrvārcika-Ain,4,12,5,2,,,,,,
458,8,Pūrvārcika-Ain,4,12,5,2,,,,,,
459,8,Pūrvārcika-Ain,4,12,5,2,,,,,,
460,8,Pūrvārcika-Ain,4,12,5,2,,,,,,
461,8,Pūrvārcika-Ain,4,12,5,2,,,,,,
462,8,Pūrvārcika-Ain,4,12,5,2,,,,,,
463,8,Pūrvārcika-Ain,4,12,5,2,,,,,,
464,8,Pūrvārcika-Ain,4,12,5,2,,,,,,
465,8,Pūrvārcika-Ain,4,12,5,2,,,,,,
466,8,Pūrvārcika-Ain,4,12,5,2,,,,,,
467,9,Pūrvārcika-Pav,5,1,5,2,,,,,,
468,9,Pūrvārcika-Pav,5,1,5,2,,,,,,
469,9,Pūrvārcika-Pav,5,1,5,2,,,,,,
470,9,Pūrvārcika-Pav,5,1,5,2,,,,,,
471,9,Pūrvārcika-Pav,5,1,5,2,,,,,,
472,9,Pūrvārcika-Pav,5,1,5,2,,,,,,
473,9,Pūrvārcika-Pav,5,1,5,2,,,,,,
474,9,Pūrvārcika-Pav,5,1,5,2,,,,,,
475,9,Pūrvārcika-Pav,5,1,5,2,,,,,,
476,9,Pūrvārcika-Pav,5,1,5,2,,,,,,
477,10,Pūrvārcika-Pav,5,2,5,2,,,,,,
478,10,Pūrvārcika-Pav,5,2,5,2,,,,,,
479,10,Pūrvārcika-Pav,5,2,5,2,,,,,,
480,10,Pūrvārcika-Pav,5,2,5,2,,,,,,
481,10,Pūrvārcika-Pav,5,2,5,2,,,,,,
482,10,Pūrvārcika-Pav,5,2,5,2,,,,,,
483,10,Pūrvārcika-Pav,5,2,5,2,,,,,,
484,10,Pūrvārcika-Pav,5,2,5,2,,,,,,
485,10,Pūrvārcika-Pav,5,2,5,2,,,,,,
486,10,Pūrvārcika-Pav,5,2,5,2,,,,,,
487,1,Pūrvārcika-Pav,5,3,6,1,,,,,,
488,1,Pūrvārcika-Pav,5,3,6,1,,,,,,
489,1,Pūrvārcika-Pav,5,3,6,1,,,,,,
490,1,Pūrvārcika-Pav,5,3,6,1,,,,,,
491,1,Pūrvārcika-Pav,5,3,6,1,,,,,,
492,1,Pūrvārcika-Pav,5,3,6,1,,,,,,
493,1,Pūrvārcika-Pav,5,3,6,1,,,,,,
494,1,Pūrvārcika-Pav,5,3,6,1,,,,,,
495,1,Pūrvārcika-Pav,5,3,6,1,,,,,,
496,1,Pūrvārcika-Pav,5,3,6,1,,,,,,
497,2,Pūrvārcika-Pav,5,4,6,1,,,,,,
498,2,Pūrvārcika-Pav,5,4,6,1,,,,,,
499,2,Pūrvārcika-Pav,5,4,6,1,,,,,,
500,2,Pūrvārcika-Pav,5,4,6,1,,,,,,
501,2,Pūrvārcika-Pav,5,4,6,1,,,,,,
502,2,Pūrvārcika-Pav,5,4,6,1,,,,,,
503,2,Pūrvārcika-Pav,5,4,6,1,,,,,,
504,2,Pūrvārcika-Pav,5,4,6,1,,,,,,
505,2,Pūrvārcika-Pav,5,4,6,1,,,,,,
506,2,Pūrvārcika-Pav,5,4,6,1,,,,,,
507,2,Pūrvārcika-Pav,5,4,6,1,,,,,,
508,2,Pūrvārcika-Pav,5,4,6,1,,,,,,
509,2,Pūrvārcika-Pav,5,4,6,1,,,,,,
510,2,Pūrvārcika-Pav,5,4,6,1,,,,,,
511,3,Pūrvārcika-Pav,5,5,6,1,,,,,,
512,3,Pūrvārcika-Pav,5,5,6,1,,,,,,
513,3,Pūrvārcika-Pav,5,5,6,1,,,,,,
514,3,Pūrvārcika-Pav,5,5,6,1,,,,,,
515,3,Pūrvārcika-Pav,5,5,6,1,,,,,,
516,3,Pūrvārcika-Pav,5,5,6,1,,,,,,
517,3,Pūrvārcika-Pav,5,5,6,1,,,,,,
518,3,Pūrvārcika-Pav,5,5,6,1,,,,,,
519,3,Pūrvārcika-Pav,5,5,6,1,,,,,,
520,3,Pūrvārcika-Pav,5,5,6,1,,,,,,
521,3,Pūrvārcika-Pav,5,5,6,1,,,,,,
522,3,Pūrvārcika-Pav,5,5,6,1,,,,,,
523,4,Pūrvārcika-Pav,5,6,6,1,,,,,,
524,4,Pūrvārcika-Pav,5,6,6,1,,,,,,
525,4,Pūrvārcika-Pav,5,6,6,1,,,,,,
526,4,Pūrvārcika-Pav,5,6,6,1,,,,,,
527,4,Pūrvārcika-Pav,5,6,6,1,,,,,,
528,4,Pūrvārcika-Pav,5,6,6,1,,,,,,
529,4,Pūrvārcika-Pav,5,6,6,1,,,,,,
530,4,Pūrvārcika-Pav,5,6,6,1,,,,,,
531,4,Pūrvārcika-Pav,5,6,6,1,,,,,,
532,4,Pūrvārcika-Pav,5,6,6,1,,,,,,
533,5,Pūrvārcika-Pav,5,7,6,1,,,,,,
534,5,Pūrvārcika-Pav,5,7,6,1,,,,,,
535,5,Pūrvārcika-Pav,5,7,6,1,,,,,,
536,5,Pūrvārcika-Pav,5,7,6,1,,,,,,
537,5,Pūrvārcika-Pav,5,7,6,1,,,,,,
538,5,Pūrvārcika-Pav,5,7,6,1,,,,,,
539,5,Pūrvārcika-Pav,5,7,6,1,,,,,,
540,5,Pūrvārcika-Pav,5,7,6,1,,,,,,
541,5,Pūrvārcika-Pav,5,7,6,1,,,,,,
542,5,Pūrvārcika-Pav,5,7,6,1,,,,,,
543,5,Pūrvārcika-Pav,5,7,6,1,,,,,,
544,5,Pūrvārcika-Pav,5,7,6,1,,,,,,
545,6,Pūrvārcika-Pav,5,8,6,2,,,,,,
546,6,Pūrvārcika-Pav,5,8,6,2,,,,,,
547,6,Pūrvārcika-Pav,5,8,6,2,,,,,,
548,6,Pūrvārcika-Pav,5,8,6,2,,,,,,
549,6,Pūrvārcika-Pav,5,8,6,2,,,,,,
550,6,Pūrvārcika-Pav,5,8,6,2,,,,,,
551,6,Pūrvārcika-Pav,5,8,6,2,,,,,,
552,6,Pūrvārcika-Pav,5,8,6,2,,,,,,
553,6,Pūrvārcika-Pav,5,8,6,2,,,,,,
554,7,Pūrvārcika-Pav,5,9,6,2,,,,,,
555,7,Pūrvārcika-Pav,5,9,6,2,,,,,,
556,7,Pūrvārcika-Pav,5,9,6,2,,,,,,
557,7,Pūrvārcika-Pav,5,9,6,2,,,,,,
558,7,Pūrvārcika-Pav,5,9,6,2,,,,,,
559,7,Pūrvārcika-Pav,5,9,6,2,,,,,,
560,7,Pūrvārcika-Pav,5,9,6,2,,,,,,
561,7,Pūrvārcika-Pav,5,9,6,2,,,,,,
562,7,Pūrvārcika-Pav,5,9,6,2,,,,,,
563,7,Pūrvārcika-Pav,5,9,6,2,,,,,,
564,7,Pūrvārcika-Pav,5,9,6,2,,,,,,
565,7,Pūrvārcika-Pav,5,9,6,2,,,,,,
566,8,Pūrvārcika-Pav,5,10,6,2,,,,,,
567,8,Pūrvārcika-Pav,5,10,6,2,,,,,,
568,8,Pūrvārcika-Pav,5,10,6,2,,,,,,
569,8,Pūrvārcika-Pav,5,10,6,2,,,,,,
570,8,Pūrvārcika-Pav,5,10,6,2,,,,,,
571,8,Pūrvārcika-Pav,5,10,6,2,,,,,,
572,8,Pūrvārcika-Pav,5,10,6,2,,,,,,
573,8,Pūrvārcika-Pav,5,10,6,2,,,,,,
574,8,Pūrvārcika-Pav,5,10,6,2,,,,,,
575,8,Pūrvārcika-Pav,5,10,6,2,,,,,,
576,8,Pūrvārcika-Pav,5,10,6,2,,,,,,
577,8,Pūrvārcika-Pav,5,10,6,2,,,,,,
578,9,Pūrvārcika-Pav,5,11,6,2,,,,,,
579,9,Pūrvārcika-Pav,5,11,6,2,,,,,,
580,9,Pūrvārcika-Pav,5,11,6,2,,,,,,
581,9,Pūrvārcika-Pav,5,11,6,2,,,,,,
582,9,Pūrvārcika-Pav,5,11,6,2,,,,,,
583,9,Pūrvārcika-Pav,5,11,6,2,,,,,,
584,9,Pūrvārcika-Pav,5,11,6,2,,,,,,
585,9,Pūrvārcika-Pav,5,11,6,2,,,,,,
586,1,Āraṇyārcika,,1,,,,,,,,
587,1,Āraṇyārcika,,1,,,,,,,,
588,1,Āraṇyārcika,,1,,,,,,,,
589,1,Āraṇyārcika,,1,,,,,,,,
590,1,Āraṇyārcika,,1,,,,,,,,
591,1,Āraṇyārcika,,1,,,,,,,,
592,1,Āraṇyārcika,,1,,,,,,,,
593,1,Āraṇyārcika,,1,,,,,,,,
594,1,Āraṇyārcika,,1,,,,,,,,
595,1,Āraṇyārcika,,1,,,,,,,,
596,2,Āraṇyārcika,,2,,,,,,,,
597,2,Āraṇyārcika,,2,,,,,,,,
598,2,Āraṇyārcika,,2,,,,,,,,
599,2,Āraṇyārcika,,2,,,,,,,,
600,2,Āraṇyārcika,,2,,,,,,,,
601,2,Āraṇyārcika,,2,,,,,,,,
602,3,Āraṇyārcika,,3,,,,,,,,
603,3,Āraṇyārcika,,3,,,,,,,,
604,3,Āraṇyārcika,,3,,,,,,,,
605,3,Āraṇyārcika,,3,,,,,,,,
606,3,Āraṇyārcika,,3,,,,,,,,
607,3,Āraṇyārcika,,3,,,,,,,,
608,3,Āraṇyārcika,,3,,,,,,,,
609,3,Āraṇyārcika,,3,,,,,,,,
610,3,Āraṇyārcika,,3,,,,,,,,
611,3,Āraṇyārcika,,3,,,,,,,,
612,3,Āraṇyārcika,,3,,,,,,,,
613,3,Āraṇyārcika,,3,,,,,,,,
614,3,Āraṇyārcika,,3,,,,,,,,
615,4,Āraṇyārcika,,4,,,,,,,,
616,4,Āraṇyārcika,,4,,,,,,,,
617,4,Āraṇyārcika,,4,,,,,,,,
618,4,Āraṇyārcika,,4,,,,,,,,
619,4,Āraṇyārcika,,4,,,,,,,,
620,4,Āraṇyārcika,,4,,,,,,,,
621,4,Āraṇyārcika,,4,,,,,,,,
622,4,Āraṇyārcika,,4,,,,,,,,
623,4,Āraṇyārcika,,4,,,,,,,,
624,4,Āraṇyārcika,,4,,,,,,,,
625,4,Āraṇyārcika,,4,,,,,,,,
626,4,Āraṇyārcika,,4,,,,,,,,
627,5,Āraṇyārcika,,5,,,,,,,,
628,5,Āraṇyārcika,,5,,,,,,,,
629,5,Āraṇyārcika,,5,,,,,,,,
630,5,Āraṇyārcika,,5,,,,,,,,
631,5,Āraṇyārcika,,5,,,,,,,,
632,5,Āraṇyārcika,,5,,,,,,,,
633,5,Āraṇyārcika,,5,,,,,,,,
634,5,Āraṇyārcika,,5,,,,,,,,
635,5,Āraṇyārcika,,5,,,,,,,,
636,5,Āraṇyārcika,,5,,,,,,,,
637,5,Āraṇyārcika,,5,,,,,,,,
638,5,Āraṇyārcika,,5,,,,,,,,
639,5,Āraṇyārcika,,5,,,,,,,,
640,5,Āraṇyārcika,,5,,,,,,,,
641,1,Mahānāmnyārcikaḥ,,1,,,,,,,,
642,1,Mahānāmnyārcikaḥ,,1,,,,,,,,
643,1,Mahānāmnyārcikaḥ,,1,,,,,,,,
644,1,Mahānāmnyārcikaḥ,,1,,,,,,,,
645,1,Mahānāmnyārcikaḥ,,1,,,,,,,,
646,1,Mahānāmnyārcikaḥ,,1,,,,,,,,
647,1,Mahānāmnyārcikaḥ,,1,,,,,,,,
648,1,Mahānāmnyārcikaḥ,,1,,,,,,,,
649,1,Mahānāmnyārcikaḥ,,1,,,,,,,,
650,1,Mahānāmnyārcikaḥ,,1,,,,,,,,
651,1,Uttarārcika,1,1,1,1,,,,,,
652,1,Uttarārcika,1,1,1,1,,,,,,
653,1,Uttarārcika,1,1,1,1,,,,,,
654,2,Uttarārcika,1,1,1,1,,,,,,
655,2,Uttarārcika,1,1,1,1,,,,,,
656,2,Uttarārcika,1,1,1,1,,,,,,
657,3,Uttarārcika,1,1,1,1,,,,,,
658,3,Uttarārcika,1,1,1,1,,,,,,
659,3,Uttarārcika,1,1,1,1,,,,,,
660,4,Uttarārcika,1,2,1,1,,,,,,
661,4,Uttarārcika,1,2,1,1,,,,,,
662,4,Uttarārcika,1,2,1,1,,,,,,
663,5,Uttarārcika,1,2,1,1,,,,,,
664,5,Uttarārcika,1,2,1,1,,,,,,
665,5,Uttarārcika,1,2,1,1,,,,,,
666,6,Uttarārcika,1,2,1,1,,,,,,
667,6,Uttarārcika,1,2,1,1,,,,,,
668,6,Uttarārcika,1,2,1,1,,,,,,
669,7,Uttarārcika,1,2,1,1,,,,,,
670,7,Uttarārcika,1,2,1,1,,,,,,
671,7,Uttarārcika,1,2,1,1,,,,,,
672,8,Uttarārcika,1,3,1,1,,,,,,
673,8,Uttarārcika,1,3,1,1,,,,,,
674,8,Uttarārcika,1,3,1,1,,,,,,
675,9,Uttarārcika,1,3,1,1,,,,,,
676,9,Uttarārcika,1,3,1,1,,,,,,
677,10,Uttarārcika,1,3,1,1,,,,,,
678,10,Uttarārcika,1,3,1,1,,,,,,
679,10,Uttarārcika,1,3,1,1,,,,,,
680,11,Uttarārcika,1,4,1,1,,,,,,
681,11,Uttarārcika,1,4,1,1,,,,,,
682,12,Uttarārcika,1,4,1,1,,,,,,
683,12,Uttarārcika,1,4,1,1,,,,,,
684,12,Uttarārcika,1,4,1,1,,,,,,
685,13,Uttarārcika,1,4,1,1,,,,,,
686,13,Uttarārcika,1,4,1,1,,,,,,
687,14,Uttarārcika,1,4,1,1,,,,,,
688,13,Uttarārcika,1,4,1,1,,,,,,
689,15,Uttarārcika,1,4,1,1,,,,,,
690,15,Uttarārcika,1,4,1,1,,,,,,
691,15,Uttarārcika,1,4,1,1,,,,,,
692,16,Uttarārcika,1,5,1,1,,,,,,
693,16,Uttarārcika,1,5,1,1,,,,,,
694,17,Uttarārcika,1,5,1,1,,,,,,
695,17,Uttarārcika,1,5,1,1,,,,,,
696,17,Uttarārcika,1,5,1,1,,,,,,
697,18,Uttarārcika,1,5,1,1,,,,,,
698,18,Uttarārcika,1,5,1,1,,,,,,
699,18,Uttarārcika,1,5,1,1,,,,,,
700,19,Uttarārcika,1,5,1,1,,,,,,
701,19,Uttarārcika,1,5,1,1,,,,,,
702,19,Uttarārcika,1,5,1,1,,,,,,
703,20,Uttarārcika,1,6,1,1,,,,,,
704,20,Uttarārcika,1,6,1,1,,,,,,
705,21,Uttarārcika,1,6,1,1,,,,,,
706,21,Uttarārcika,1,6,1,1,,,,,,
707,21,Uttarārcika,1,6,1,1,,,,,,
708,22,Uttarārcika,1,6,1,1,,,,,,
709,22,Uttarārcika,1,6,1,1,,,,,,
710,23,Uttarārcika,1,6,1,1,,,,,,
711,23,Uttarārcika,1,6,1,1,,,,,,
712,23,Uttarārcika,1,6,1,1,,,,,,
713,1,Uttarārcika,2,1,1,2,,,,,,
714,1,Uttarārcika,2,1,1,2,,,,,,
715,1,Uttarārcika,2,1,1,2,,,,,,
716,2,Uttarārcika,2,1,1,2,,,,,,
717,2,Uttarārcika,2,1,1,2,,,,,,
